# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
POL3	YDL102W	YDL102W_mRNA	protein_coding	0	8	3	76	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	8	38
POL30	YBR088C	YBR088C_mRNA	protein_coding	0	1	0	31	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	11
POL31	YJR006W	YJR006W_mRNA	protein_coding	0	5	3	35	0	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	5	11
POL32	YJR043C	YJR043C_mRNA	protein_coding	0	5	5	56	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	5	31
POL4	YCR014C	YCR014C_mRNA	protein_coding	0	1	1	10	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	5
POL5	YEL055C	YEL055C_mRNA	protein_coding	0	17	9	61	0	0	0	0	44	0	0	0	9	0	0	0	0	0	0	0	17	17
POM152	YMR129W	YMR129W_mRNA	protein_coding	0	0	1	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	3
POM33	YLL023C	YLL023C_mRNA	protein_coding	0	3	3	57	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	3	20
POM34	YLR018C	YLR018C_mRNA	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
POP1	YNL221C	YNL221C_mRNA	protein_coding	0	4	3	16	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	4	12
POP2	YNR052C	YNR052C_mRNA	protein_coding	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4
POP3	YNL282W	YNL282W_mRNA	protein_coding	0	1	0	39	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	34
POP4	YBR257W	YBR257W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
POP5	YAL033W	YAL033W_mRNA	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5
POP6	YGR030C	YGR030C_mRNA	protein_coding	1	2	3	37	0	0	0	0	27	1	0	0	3	0	0	0	1	0	0	0	2	10
POP7	YBR167C	YBR167C_mRNA	protein_coding	0	1	1	78	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	1	36
POP8	YBL018C	YBL018C_mRNA	protein_coding	0	4	3	82	0	0	0	0	42	0	0	4	3	0	0	1	0	0	0	0	3	37
POR1	YNL055C	YNL055C_mRNA	protein_coding	0	1	1	21	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	1	0
POR2	YIL114C	YIL114C_mRNA	protein_coding	0	1	2	27	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	1	17
POS5	YPL188W	YPL188W_mRNA	protein_coding	0	0	1	12	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	8
POT1	YIL160C	YIL160C_mRNA	protein_coding	0	6	0	83	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	6	34
POX1	YGL205W	YGL205W_mRNA	protein_coding	0	10	7	71	0	0	0	0	31	0	0	0	7	0	0	0	0	0	0	0	10	40
PPA2	YMR267W	YMR267W_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
PPE1	YHR075C	YHR075C_mRNA	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
PPG1	YNR032W	YNR032W_mRNA	protein_coding	0	3	0	19	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	2
PPH21	YDL134C	YDL134C_mRNA	protein_coding	0	0	0	61	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	27
PPH22	YDL188C	YDL188C_mRNA	protein_coding	0	1	0	32	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1	3
PPH3	YDR075W	YDR075W_mRNA	protein_coding	0	1	0	53	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1	21
PPM1	YDR435C	YDR435C_mRNA	protein_coding	0	0	2	13	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	10
PPM2	YOL141W	YOL141W_mRNA	protein_coding	0	6	11	72	0	0	0	0	27	0	0	0	11	0	0	0	0	0	0	0	6	45
PPN1	YDR452W	YDR452W_mRNA	protein_coding	0	1	2	12	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	1	5
PPQ1	YPL179W	YPL179W_mRNA	protein_coding	0	1	1	12	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	4
PPR1	YLR014C	YLR014C_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2
PPS1	YBR276C	YBR276C_mRNA	protein_coding	0	0	4	50	0	0	0	0	45	0	0	0	4	0	0	0	0	0	0	0	0	5
PPT1	YGR123C	YGR123C_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2
PPT2	YPL148C	YPL148C_mRNA	protein_coding	0	2	2	30	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	2	20
PPX1	YHR201C	YHR201C_mRNA	protein_coding	0	1	1	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	6
PPZ1	YML016C	YML016C_mRNA	protein_coding	0	6	1	61	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	6	32
PPZ2	YDR436W	YDR436W_mRNA	protein_coding	0	0	1	21	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	5
PRB1	YEL060C	YEL060C_mRNA	protein_coding	0	10	3	66	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	10	39
PRC1	YMR297W	YMR297W_mRNA	protein_coding	0	6	1	20	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	6	17
PRD1	YCL057W	YCL057W_mRNA	protein_coding	0	1	1	4	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	1
PRE1	YER012W	YER012W_mRNA	protein_coding	0	2	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	8
PRE10	YOR362C	YOR362C_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PRE2	YPR103W	YPR103W_mRNA	protein_coding	0	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2
PRE3	YJL001W	YJL001W_mRNA	protein_coding	0	2	0	41	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	2	24
PRE4	YFR050C	YFR050C_mRNA	protein_coding	0	0	0	18	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7
PRE5	YMR314W	YMR314W_mRNA	protein_coding	0	0	0	41	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	10
PRE6	YOL038W	YOL038W_mRNA	protein_coding	0	1	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	15
PRE7	YBL041W	YBL041W_mRNA	protein_coding	0	2	1	68	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	2	33
PRE8	YML092C	YML092C_mRNA	protein_coding	0	2	0	78	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2	48
PRE9	YGR135W	YGR135W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRI1	YIR008C	YIR008C_mRNA	protein_coding	0	0	1	20	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	5
PRI2	YKL045W	YKL045W_mRNA	protein_coding	0	11	1	26	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	11	15
PRK1	YIL095W	YIL095W_mRNA	protein_coding	0	1	1	59	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	1	24
PRM1	YNL279W	YNL279W_mRNA	protein_coding	0	1	1	11	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	8
PRM10	YJL108C	YJL108C_mRNA	protein_coding	0	3	0	30	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	3	16
PRM15	YMR278W	YMR278W_mRNA	protein_coding	0	2	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	5
PRM2	YIL037C	YIL037C_mRNA	protein_coding	0	6	7	48	0	0	0	0	27	0	0	0	7	0	0	0	0	0	0	0	6	21
PRM3	YPL192C	YPL192C_mRNA	protein_coding	0	1	2	10	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	1	4
PRM4	YPL156C	YPL156C_mRNA	protein_coding	0	3	1	22	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	3	4
PRM5	YIL117C	YIL117C_mRNA	protein_coding	0	1	2	59	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	1	11
PRM6	YML047C	YML047C_mRNA	protein_coding	0	4	0	24	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	16
PRM7	YDL039C	YDL039C_mRNA	protein_coding	0	2	2	18	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	16
PRM8	YGL053W	YGL053W_mRNA	protein_coding	0	0	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	9
PRM9	YAR031W	YAR031W_mRNA	protein_coding	2	1	7	100	0	0	0	0	31	1	0	0	7	0	0	0	0	1	0	0	1	69
PRO1	YDR300C	YDR300C_mRNA	protein_coding	0	1	1	37	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	1	6
PRO2	YOR323C	YOR323C_mRNA	protein_coding	0	2	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	5
PRO3	YER023W	YER023W_mRNA	protein_coding	0	4	1	66	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	4	41
PRP11	YDL043C	YDL043C_mRNA	protein_coding	0	0	0	23	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1
PRP16	YKR086W	YKR086W_mRNA	protein_coding	0	9	4	43	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	9	30
PRP18	YGR006W	YGR006W_mRNA	protein_coding	0	0	1	31	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	19
PRP19	YLL036C	YLL036C_mRNA	protein_coding	0	5	4	32	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	5	13
PRP2	YNR011C	YNR011C_mRNA	protein_coding	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6
PRP21	YJL203W	YJL203W_mRNA	protein_coding	0	4	3	49	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	4	24
PRP22	YER013W	YER013W_mRNA	protein_coding	0	2	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	9
PRP24	YMR268C	YMR268C_mRNA	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
PRP28	YDR243C	YDR243C_mRNA	protein_coding	0	0	1	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3
PRP3	YDR473C	YDR473C_mRNA	protein_coding	0	2	0	40	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	24
PRP31	YGR091W	YGR091W_mRNA	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1
PRP38	YGR075C	YGR075C_mRNA	protein_coding	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4
PRP39	YML046W	YML046W_mRNA	protein_coding	0	5	4	19	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	5	14
PRP4	YPR178W	YPR178W_mRNA	protein_coding	0	1	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	8
PRP40	YKL012W	YKL012W_mRNA	protein_coding	0	2	4	53	0	0	0	0	21	0	0	0	4	0	0	1	0	0	0	1	1	32
PRP42	YDR235W	YDR235W_mRNA	protein_coding	0	2	0	15	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	1	1	7
PRP43	YGL120C	YGL120C_mRNA	protein_coding	0	0	1	13	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	12
PRP45	YAL032C	YAL032C_mRNA	protein_coding	0	1	1	24	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	18
PRP46	YPL151C	YPL151C_mRNA	protein_coding	0	2	2	21	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	2	11
PRP5	YBR237W	YBR237W_mRNA	protein_coding	0	7	15	60	0	0	0	0	24	0	0	0	15	0	0	0	0	0	0	0	7	36
PRP6	YBR055C	YBR055C_mRNA	protein_coding	0	9	3	48	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	9	12
PRP8	YHR165C	YHR165C_mRNA	protein_coding	0	22	6	48	0	0	0	0	23	0	0	0	6	0	0	0	0	0	0	0	22	25
PRP9	YDL030W	YDL030W_mRNA	protein_coding	0	0	2	8	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	3
PRR1	YKL116C	YKL116C_mRNA	protein_coding	0	6	3	87	0	0	0	0	56	0	0	0	3	0	0	0	0	0	0	0	6	31
PRR2	YDL214C	YDL214C_mRNA	protein_coding	0	5	7	78	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	5	58
PRS1	YKL181W	YKL181W_mRNA	protein_coding	0	1	0	52	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	1	18
PRS2	YER099C	YER099C_mRNA	protein_coding	0	0	0	25	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	11
PRS3	YHL011C	YHL011C_mRNA	protein_coding	0	2	0	69	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2	40
PRS4	YBL068W	YBL068W_mRNA	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
PRS5	YOL061W	YOL061W_mRNA	protein_coding	0	7	0	70	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	7	45
PRT1	YOR361C	YOR361C_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
PRX1	YBL064C	YBL064C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PRY1	YJL079C	YJL079C_mRNA	protein_coding	0	0	0	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	14
PRY2	YKR013W	YKR013W_mRNA	protein_coding	0	0	0	22	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4
PRY3	YJL078C	YJL078C_mRNA	protein_coding	0	1	6	18	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	1	12
PSA1	YDL055C	YDL055C_mRNA	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
PSD1	YNL169C	YNL169C_mRNA	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5
PSD2	YGR170W	YGR170W_mRNA	protein_coding	0	2	3	23	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	2	18
PSE1	YMR308C	YMR308C_mRNA	protein_coding	0	7	2	26	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	7	11
PSF1	YDR013W	YDR013W_mRNA	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4
PSF2	YJL072C	YJL072C_mRNA	protein_coding	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7
PSF3	YOL146W	YOL146W_mRNA	protein_coding	0	5	1	73	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	5	37
PSH1	YOL054W	YOL054W_mRNA	protein_coding	0	0	0	20	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	7
PSK1	YAL017W	YAL017W_mRNA	protein_coding	0	1	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	7
PSK2	YOL045W	YOL045W_mRNA	protein_coding	0	15	3	41	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	15	10
PSO2	YMR137C	YMR137C_mRNA	protein_coding	0	2	0	15	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	6
PSP1	YDR505C	YDR505C_mRNA	protein_coding	0	17	12	87	0	0	0	0	31	0	0	0	12	0	0	0	0	0	0	0	17	56
PSP2	YML017W	YML017W_mRNA	protein_coding	0	4	1	58	0	0	0	0	23	0	0	1	1	0	0	0	0	0	0	0	4	34
PSR1	YLL010C	YLL010C_mRNA	protein_coding	0	1	1	29	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	1	8
PSR2	YLR019W	YLR019W_mRNA	protein_coding	0	1	1	6	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	2
PST1	YDR055W	YDR055W_mRNA	protein_coding	0	1	1	21	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	1	7
PST2	YDR032C	YDR032C_mRNA	protein_coding	0	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11
PSY1	YKL076C	YKL076C_mRNA	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
PSY2	YNL201C	YNL201C_mRNA	protein_coding	0	9	4	37	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	9	25
PSY3	YLR376C	YLR376C_mRNA	protein_coding	0	1	1	61	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	1	33
PSY4	YBL046W	YBL046W_mRNA	protein_coding	0	6	7	56	0	0	0	0	28	0	0	0	7	0	0	0	0	0	0	0	6	28
PTA1	YAL043C	YAL043C_mRNA	protein_coding	0	16	4	62	0	0	0	0	43	0	0	0	4	0	0	0	0	0	0	0	16	19
PTC1	YDL006W	YDL006W_mRNA	protein_coding	0	0	0	54	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	32
PTC2	YER089C	YER089C_mRNA	protein_coding	0	0	0	34	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1
PTC3	YBL056W	YBL056W_mRNA	protein_coding	0	1	0	40	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	1	4
PTC4	YBR125C	YBR125C_mRNA	protein_coding	0	2	0	41	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	18
PTC5	YOR090C	YOR090C_mRNA	protein_coding	0	15	3	67	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	15	24
PTC6	YCR079W	YCR079W_mRNA	protein_coding	0	8	4	59	0	0	0	0	31	0	0	0	4	0	0	0	0	0	0	0	8	28
PTC7	YHR076W	YHR076W_mRNA	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
PTH1	YHR189W	YHR189W_mRNA	protein_coding	0	0	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11
PTH2	YBL057C	YBL057C_mRNA	protein_coding	0	0	0	28	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	23
PTH4	YOL114C	YOL114C_mRNA	protein_coding	0	3	0	66	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	3	30
PTI1	YGR156W	YGR156W_mRNA	protein_coding	0	3	0	66	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	3	31
PTK1	YKL198C	YKL198C_mRNA	protein_coding	0	0	0	42	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	22
PTK2	YJR059W	YJR059W_mRNA	protein_coding	0	18	4	57	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	18	40
PTM1	YKL039W	YKL039W_mRNA	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
PTP1	YDL230W	YDL230W_mRNA	protein_coding	0	1	2	13	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	1	5
PTP2	YOR208W	YOR208W_mRNA	protein_coding	0	1	6	10	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	1	8
PTP3	YER075C	YER075C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
PTR2	YKR093W	YKR093W_mRNA	protein_coding	0	12	4	62	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	12	37
PTR3	YFR029W	YFR029W_mRNA	protein_coding	0	3	3	39	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	3	35
PUB1	YNL016W	YNL016W_mRNA	protein_coding	0	3	1	37	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	3	28
PUF2	YPR042C	YPR042C_mRNA	protein_coding	0	1	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	12
PUF3	YLL013C	YLL013C_mRNA	protein_coding	0	8	3	45	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	8	19
PUF4	YGL014W	YGL014W_mRNA	protein_coding	0	1	2	32	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	1	19
PUF6	YDR496C	YDR496C_mRNA	protein_coding	0	5	4	61	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	5	58
PUG1	YER185W	YER185W_mRNA	protein_coding	0	9	1	118	0	0	0	0	66	0	0	0	1	0	0	0	0	0	0	0	9	52
PUN1	YLR414C	YLR414C_mRNA	protein_coding	0	3	0	57	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	3	30
PUP1	YOR157C	YOR157C_mRNA	protein_coding	1	2	1	24	0	0	0	0	13	0	0	0	1	0	0	0	0	1	0	0	2	11
PUP2	YGR253C	YGR253C_mRNA	protein_coding	0	1	0	68	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	1	21
PUP3	YER094C	YER094C_mRNA	protein_coding	1	1	0	11	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	10
PUS1	YPL212C	YPL212C_mRNA	protein_coding	0	1	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	5
PUS2	YGL063W	YGL063W_mRNA	protein_coding	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
PUS4	YNL292W	YNL292W_mRNA	protein_coding	0	0	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4
PUS5	YLR165C	YLR165C_mRNA	protein_coding	0	0	3	54	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	18
PUS6	YGR169C	YGR169C_mRNA	protein_coding	0	1	3	20	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	1	5
PUS7	YOR243C	YOR243C_mRNA	protein_coding	0	1	2	13	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	8
PUS9	YDL036C	YDL036C_mRNA	protein_coding	0	3	1	22	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	3	6
PUT1	YLR142W	YLR142W_mRNA	protein_coding	0	0	2	5	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2
PUT2	YHR037W	YHR037W_mRNA	protein_coding	0	2	2	78	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	2	40
PUT3	YKL015W	YKL015W_mRNA	protein_coding	1	16	8	69	0	0	0	0	37	1	0	0	8	0	0	0	0	0	0	0	16	32
PUT4	YOR348C	YOR348C_mRNA	protein_coding	0	5	1	14	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	5	8
PWP1	YLR196W	YLR196W_mRNA	protein_coding	0	0	2	13	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	5
PWP2	YCR057C	YCR057C_mRNA	protein_coding	0	0	2	16	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	10
PWR1	PWR1	PWR1_ncRNA	lincRNA	0	0	0	130	0	0	0	0	44	0	0	0	0	15	0	0	0	0	0	0	0	71
PXA1	YPL147W	YPL147W_mRNA	protein_coding	0	4	5	39	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	4	12
PXA2	YKL188C	YKL188C_mRNA	protein_coding	0	7	3	95	0	0	0	0	49	0	0	0	3	0	0	0	0	0	0	0	7	46
PXL1	YKR090W	YKR090W_mRNA	protein_coding	0	9	6	61	0	0	0	0	41	0	0	0	6	0	0	0	0	0	0	0	9	20
PXP1	YEL020C	YEL020C_mRNA	protein_coding	0	1	1	13	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	5
PXP2	YJR111C	YJR111C_mRNA	protein_coding	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8
PXR1	YGR280C	YGR280C_mRNA	protein_coding	0	0	1	37	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	21
PYC1	YGL062W	YGL062W_mRNA	protein_coding	0	2	2	16	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	2	6
PYC2	YBR218C	YBR218C_mRNA	protein_coding	0	11	1	46	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	11	22
PYK2	YOR347C	YOR347C_mRNA	protein_coding	0	0	1	16	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	6
PZF1	YPR186C	YPR186C_mRNA	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2
QCR10	YHR001W-A	YHR001W-A_mRNA	protein_coding	0	1	0	32	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	19
QCR2	YPR191W	YPR191W_mRNA	protein_coding	0	5	3	70	0	0	0	0	67	0	0	0	3	0	0	0	0	0	0	0	5	3
QCR6	YFR033C	YFR033C_mRNA	protein_coding	0	0	0	38	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	35
QCR7	YDR529C	YDR529C_mRNA	protein_coding	0	1	0	89	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	1	37
QCR8	YJL166W	YJL166W_mRNA	protein_coding	0	0	0	64	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	21
QCR9	YGR183C	YGR183C_mRNA	protein_coding	0	1	0	102	0	0	0	0	41	0	0	5	0	0	0	0	0	0	0	0	1	56
QDR1	YIL120W	YIL120W_mRNA	protein_coding	0	14	8	85	0	0	0	0	44	0	0	0	8	0	0	0	0	0	0	0	14	41
QDR2	YIL121W	YIL121W_mRNA	protein_coding	1	8	2	89	0	0	0	0	55	0	0	0	2	0	0	1	0	0	1	0	8	34
QDR3	YBR043C	YBR043C_mRNA	protein_coding	0	12	1	65	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	12	46
QNS1	YHR074W	YHR074W_mRNA	protein_coding	0	0	1	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	3
QRI1	YDL103C	YDL103C_mRNA	protein_coding	0	11	2	61	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	11	34
